ID;Name_lang;Description_lang;Map;JournalInstanceID;DungeonEncounterID;OrderIndex;FirstSectionID;UiMapID;MapDisplayConditionID;Flags;DifficultyMask
443;Hearthsinger Forresten;The Culling of Stratholme claimed the lives of innumerable people whose only crime was being in the doomed city. A traveling singer and piccolo player named Forresten was one such victim. He continues to wander the city in death, unable to accept his tragic fate.;0.6051909923553467,0.3269999921321869;236;473;0;4794;317;0;0;-1
444;Aku'mai;Aku'mai, an ancient evil, carries within him a small measure of the Old Gods' power. This three-headed hydra is greatly feared for his mindless savagery and insatiable hunger for living flesh, but the Twilight's Hammer worships him as a divine sign that the Old Gods will soon return.;0.8552240133285522,0.8641790151596069;227;1672;8;9442;222;0;0;-1
445;Timmy the Cruel;Timmison was infamous for his savagery on the field of battle. Some speculate his sadism stemmed from the ceaseless bullying he endured as a child. Now reborn as a Scourge monstrosity, his mind shattered, he is tormented by those memories, causing him to answer to the name he once loathed: Timmy.;0.49500900506973267,0.18000000715255737;236;474;3;4799;317;0;0;-1
446;Willey Hopebreaker;Balnazzar took great pleasure in leveraging the cannon master Willey's destructive capabilities in undeath, calling his prized minion by the name of Hopebreaker. The dreadlord relishes that he has twisted Willey and other Scarlet Crusaders--who so despised the undead in life--into his unwitting pawns.;0.04282420128583908,0.5099999904632568;236;475;5;4805;317;0;0;-1
447;Guardian of the Deep;Underneath the cursed Moonshrine Ruins, ancient creatures battle for territory. Old Serra'kis was driven from the ruins by The Guardian of the Deep who was seeking new spawning grounds. Now, the Guardian watches over thousands of eggs until they can hatch, and spread throughout the waterways of Azeroth.;0.5865669846534729,0.30895501375198364;227;1676;5;9502;223;0;0;-1
448;Instructor Galford;Galford once took great pride in caring for the Crusade's most valued documents. However, as he lay dying, he watched in horror as his precious tomes were burnt around him. Balnazzar used this painful memory to imbue his servant with the fiery power that ravaged Galford in life.;0.2723329961299896,0.75;236;477;6;4808;317;0;0;-1
449;Balnazzar;Balnazzar has never tasted true death, but he has suffered bitter defeat. After the Cataclysm rocked the world, he slaughtered the Scarlet Crusaders in Stratholme and transformed them into the undead creatures they once hated. The dreadlord now plots his machinations for vengeance upon Azeroth.;0.2049179971218109,0.8180000185966492;236;478;7;4828;317;0;0;-1
450;The Unforgiven;Lylia was a blade of righteousness among her people. After Arthas commanded his forces to purge the city, her sanity was ripped apart from seeing countless innocents die by her hand. She fell on her sword to escape the madness around her, and she now exists as a spectral being forever denied absolution for her heinous acts.;0.7349730134010315,0.20399999618530273;236;472;1;4833;317;0;0;-1
451;Baroness Anastari;While she lived, Anastari took what she wanted, no matter the cost. Death has done little to change that. Her soul ripped from her body, Anastari became a banshee, and she has abandoned her love of material trinkets in favor of possessions of a far more sinister kind.;0.7459020018577576,0.4692620038986206;1292;479;0;4841;318;0;0;-1
452;Nerub'enkan;Nerub'enkan was a fearsome warrior during the War of the Spider. Ultimately, she succumbed to her wounds and was raised into undeath as an obedient minion of the Scourge. Now the nerubian guards a ziggurat in Stratholme as fiercely as she defended her home in life.;0.5724040269851685,0.46106499433517456;1292;480;1;4845;318;0;0;-1
453;Maleki the Pallid;Maleki was among the first to join the Cult of the Damned, showing tremendous aptitude in harnessing the chill of the grave. Driven by an insatiable desire for power, the mage fervently hones his skills in dark magic to prepare for when he will be remade as a lich.;0.6748639941215515,0.22745899856090546;1292;481;3;4851;318;0;0;-1
454;Magistrate Barthilas;Barthilas was among those innocents purged by Arthas and his forces during the Culling of Stratholme. The Lich King eventually raised the former magistrate from the grave and commanded the hulking undead monstrosity to guard his ruined home.;0.5669400095939636,0.16188499331474304;1292;482;4;4855;318;0;0;-1
455;Ramstein the Gorger;Ramstein is one of the Scourge's most infamous abominations, a horror stitched together from numerous corpses and empowered by a ceaseless hunger. This monster committed unspeakable atrocities on countless innocent souls when Scourge forces overran Stratholme.;0.4562839865684509,0.19877099990844727;1292;483;5;4859;318;0;0;-1
456;Lord Aurius Rivendare;Aurius's fall from grace was precipitous. Failing to exact retribution from his corrupted father, Baron Rivendare, the former paladin was not granted peace in death. He was tragically reforged into an instrument of the Scourge, the evil he had once sworn to defeat.;0.3866119980812073,0.20081999897956848;1292;484;7;4862;318;0;0;-1
457;Avatar of Hakkar;Hakkar was notorious for demanding sacrifices from his followers. Many millennia ago, he instructed the Atal'ai to bring forth his avatar, using blood ritually drained from living victims to feed him. The Atal'ai priests now seek to raise Hakkar's avatar with a modified version of this ritual, one that involves sacrificing green dragons. If the Atal'ai succeed, the re-emergence of Hakkar's avatar could spell doom for Azeroth.;0.24316899478435516,0.45901599526405334;237;492;1;4903;220;0;0;-1
458;Jammal'an the Prophet;Jammal'an is the current leader of the Atal'ai, the extremist sect of priests who fanatically worship Hakkar. While in deep meditation, Jammal'an received instructions on how to resurrect Hakkar by using the blood of his draconic foes, the green dragonflight. Jammal'an and his undead bodyguard Ogom the Wretched stand ready to oppose any who would prevent Hakkar's return, though the prophet's actions may unleash upon Azeroth an even more terrible force: the Emerald Nightmare.;0.7609289884567261,0.45901599526405334;237;488;2;4934;220;0;0;-1
459;Wardens of the Dream;Four promising young drakes accompanied Eranikus into the Temple of Atal'Hakkar, eager to prove themselves by serving a great and powerful wyrm. One by one, they were captured and tainted by the Emerald Nightmare, and they now wander the halls of the Sunken Temple, lashing out at all who intrude upon their waking dream.;0.49915099143981934,0.8703089952468872;237;0;3;6114;220;0;0;-1
463;Shade of Eranikus;Eranikus, former consort to Ysera the Dreamer, was sent to guard the ruins of Atal'Hakkar and prevent Hakkar's emergence. Once within the temple, he and his retinue were corrupted by its dark forces, and he became a shade, pulled between the realms of the Emerald Dream and the physical plane. Despite his corruption, Eranikus may still call upon his powers as a green dragon to spew corrosive acid at his enemies or trap them in a deep slumber.;0.6707649827003479,0.8770490288734436;237;493;7;4950;220;0;0;-1
464;Hogger;"Convict #SC55: Hogger

Charges: Too many to list here

Imprisoning the Riverpaw leader has come at a high cost, including the partial blinding of the warden. Fearing that Hogger might escape, Thelwater has authorized the gnoll's termination with extreme prejudice.";0.2185789942741394,0.2622950077056885;238;1144;1;4811;225;0;0;-1
465;Lord Overheat;"Convict #NA: Lord Overheat

Charges: Homicide (multiple counts)

The natural disasters wrought by the Cataclysm caused elementals to erupt into the prison complex, slaughtering half of the inmates upon arrival. Removing these incensed threats is imperative to restoring order to the stockade.";0.7841529846191406,0.4528689980506897;238;1145;2;4814;225;0;0;-1
466;Randolph Moloch;"Convict #AC317: Randolph Moloch

Charges: Embezzlement, fraud, theft, and homicide

Moloch has been identified as the ringleader of the prison revolt. Given his connections to the House of Nobles, however, the use of lethal force to subdue this convict is not authorized.";0.4972679913043976,0.2213120013475418;238;1146;3;4817;225;0;0;-1
467;Revelosh;Some luminaries in Ironforge's prestigious Explorers' League have theorized an ancestral link between their people and the troggs, and pointed towards the troggs' hoarding of titan artifacts as a reflection of the dwarves' own reverence for such wondrous devices. If that is true, the trogg known as Revelosh can be considered the trogg equivalent of an archaeologist, although any historically minded adventurers who encounter him would be more inclined to call him a thief.;0.5341529846191406,0.725409984588623;239;547;1;4820;230;0;0;-1
468;The Lost Dwarves;"Seeking fame and, more importantly, fortune, the three brothers Eric, Olaf, and Baelog took on a contract from the Explorers' League to delve deep into the halls of Uldaman and clear a path for a group of researchers. For these three dwarves, however, ""clearing a path"" unfortunately entailed ""getting hopelessly lost in an ancient labyrinth."" Proud dwarves to the end, they fight to prevent the secrets of Uldaman and the Explorers' League from falling into the hands of the Horde.";0.5846989750862122,0.9200819730758667;239;548;2;4869;230;0;8;-1
469;Ironaya;The titans did not construct the Uldaman complex directly, but utilized various servants to create its megalithic halls. The Pantheon entrusted the watcher Ironaya with overseeing the construction and maintenance of Uldaman, but as time passed, the once awe-inspiring vault fell to ruin. Within the map chamber, Ironaya has spent millennia in a form of stasis, analyzing the original master plan drawn up by Khaz'goroth and attempting to find a way to restore the complex to its original functionality.;0.3729510009288788,0.7397540211677551;239;549;3;4876;230;0;0;-1
470;Ancient Stone Keeper;One of many golems that staffed and operated the great titan vault, the Ancient Stone Keeper was part of a small group that served as an intermediary between the watchers left in control of the facility and their many servants. With the corruption of the Obsidian Sentinel, the Ancient Stone Keeper is the last of its kind, performing its duty by protecting the secrets of the titans as best it can until its inevitable shutdown.;0.47541001439094543,0.4405739903450012;239;551;5;4879;230;0;0;-1
471;Galgann Firehammer;Reacting to the discovery of Uldaman by Bronzebeard dwarves, the Dark Iron clan mounted an invasion of the vault to stop their ancestral foes from accessing the powerful artifacts within. Galgann Firehammer, a senator from Shadowforge City, was sent to oversee the continued excavation of Uldaman so that the emperor may harness the artifacts' destructive potential against the Dark Irons' enemies.;0.2677600085735321,0.3278689980506897;239;552;6;4880;230;0;0;-1
472;Grimlok;In trogg society, the biggest, strongest, and most vicious trogg often becomes chieftain through displays of power. Grimlok is a comparative genius in that he has maintained control of the Stonevault troggs through intimidation and what might be considered crude psychological warfare. Having trained a deadly basilisk, Grimlok uses the threat of petrification by his beast to keep any would-be usurpers in line.;0.2199449986219406,0.25614801049232483;239;553;7;4886;230;0;0;-1
473;Archaedas;Deep within Uldaman is a chamber containing one of the greatest treasures of the titans, created by Norgannon himself. However, thus far no explorers have managed to gain access to the relic, for any attempt at doing so activates the great watcher Archaedas, an immense guardian who easily dispatches treasure seekers through his powerful attacks and a veritable army of servants. Crafted from some of the oldest, strongest stone taken from Uldaman's depths, Archaedas is a foe as formidable as he is ancient.;0.5532789826393127,0.5040979981422424;239;554;8;4894;231;0;0;-1
474;Lady Anacondra;Scarletleaf was the first to volunteer for Naralex's self-appointed mission to the Barrens. After her master's nightmare shattered her mind, the young acolyte cast aside her name, now envisioning a sinister reptilian future for Azeroth.;0.30601099133491516,0.43032801151275635;240;585;1;4954;279;0;0;-1
475;Lord Cobrahn;Jarlaxla's skill at harnessing animal forms earned him renown among the druids of the Cenarion Circle. However, the Wailing Caverns' corruption twisted his unique abilities. Now, Jarlaxla has perfected a deadly serpentine form, renaming himself Cobrahn to reflect his vicious newfound power.;0.16666699945926666,0.5676230192184448;240;586;3;4958;279;0;0;-1
476;Lord Pythas;A childhood friend of Naralex, the warrior Aryn was a quick study in druidism. Despite his training, the acolyte was defenseless against the corruption that would strip away his sanity. Aryn has taken on the name Pythas, combining his impressive melee prowess with his druidic arsenal to vanquish intruders.;0.19125699996948242,0.39549198746681213;240;588;2;4965;279;0;0;-1
477;Kresh;"An ancient resident of the Wailing Caverns, this giant turtle wanders the underground caves, his resilient mind unaffected by Naralex's relentless nightmares. Don't be fooled by his happy disposition; Kresh has thwarted many adventurers who longed to steal his massive shell.";0.38524600863456726,0.3606559932231903;240;587;4;4969;279;0;0;-1
478;Skum;Skum first journeyed to the Wailing Caverns for relief from the Barrens' hostile environment. Like many of the caves' other inhabitants, he quickly succumbed to corruption. His veins now pulse with dark energies that have transformed him into a mighty and ruthless beast beyond redemption.;0.6229509711265564,0.743852972984314;240;589;5;4970;279;0;0;-1
479;Lord Serpentis;"The Druids of the Fang's leader was once Naralex's finest student. His tragic downfall stemmed from his desire to become a shan'do, or ""honored teacher,"" like Naralex. As insanity took root, Serpentis rallied his brethren to his side and formed the Druids of the Fang.";0.6161199808120728,0.5389350056648254;240;590;6;4971;279;0;0;-1
480;Verdan the Everliving;Little is known about this creature prior to Naralex's arrival at the Wailing Caverns. Thought to be the caves' original guardian, Verdan the Everliving could not escape the corruption that befell its home. Verdan is allied with the insane druids and maintains its vigil against those who trespass into its domain.;0.5546450018882751,0.4651640057563782;240;591;7;4974;279;0;0;-1
481;Mutanus the Devourer;From the darkest corners of Naralex's twisted mind, the corruption plaguing the Emerald Dream has manifested in the form of the druid's worst enemy: murlocs. The aberration known as Mutanus has come to the waking world to devour any who seek to liberate Naralex from the Nightmare's clutches.;0.3456279933452606,0.13729499280452728;240;592;8;4975;279;0;0;-1
482;Hydromancer Velratha;Unlike most of the Sandfury trolls, Hydromancer Velratha has traveled the world, collecting knowledge and artifacts to help her command Zul'Farrak's sacred waters. Although the hydromancer's actions have earned her many enemies abroad, she sees the incredible power at her command as justification for her past misdeeds.;0.3286939859390259,0.38115599751472473;241;593;1;4978;219;0;0;-1
483;Gahz'rilla;Legend has it that Gahz'rilla was an adored pet of the Old Gods, or even a demigod in her own right. Whatever the truth is, the Sandfury trolls have worshiped this monstrous hydra for thousands of years. Ever wary of the beast's icy wrath, the trolls will only rouse Gahz'rilla when they have plentiful sacrifices to sate the ravenous creature's appetite.;0.28094199299812317,0.3827829957008362;241;594;4;4981;219;0;0;-1
484;Antu'sul;Antu'sul prefers his sul'lithuz basilisks strong and ruthless. He treats these scaled beasts like family, and he is known to strike down anyone--even fellow trolls--who harm his precious children. Rather than give his opponents a proper burial, Antu'sul allows the basilisks to feast on whoever dares cross him.;0.6461750268936157,0.27663901448249817;241;595;1;4986;219;0;0;-1
485;Theka the Martyr;Long ago, the martyr Theka was slain in the brutal war between the qiraji and the trolls. Zul'Farrak still stands because of his brave sacrifice. Even in death he maintains a vigil over his beloved city, and it is said that the dozens of insectoid warriors who killed him were cursed to live as mindless scarabs, scuttling at the martyr's side.;0.5314210057258606,0.2622950077056885;241;596;0;5005;219;0;0;-1
486;Witch Doctor Zum'rah;The powerful loa Bwonsamdi watches over the spirits of the Darkspear trolls, but many of the Sandfury tribe's fallen members are offered no such protection after death. These tortured spirits obey Zum'rah, a cruel witch doctor who uses his dark magic to force the city's dead into unending service.;0.44262298941612244,0.17622999846935272;241;597;2;5011;219;0;0;-1
487;Nekrum & Sezz'ziz;Nekrum Gutchewer has mysteriously lived well past his natural life, but his decaying body remains strong enough to aid Sezz'ziz. Together, these two trolls have gathered sacrifices to the mythic beast Gahz'rilla, who slumbers at the city's heart. Many troll followers eagerly await the terrifying creature's awakening, and they will do anything to see the ritual through.;0.2964479923248291,0.17418000102043152;241;598;5;5019;219;0;0;-1
489;Chief Ukorz Sandscalp;Chief Ukorz Sandscalp is obsessed with restoring his tribe to its former glory. He was raised on stories of a time when trolls lorded over their ancient lands without interference from goblins, gnomes, pirates, ogres, and other foreign interlopers. Sandscalp has called on his trusted comrade Ruuzlu to help him begin a new chapter in Sandfury history in the only way their tribe knows how: with swift and blinding violence.;0.4221310019493103,0.3299179971218109;241;600;8;29888;219;0;0;-1
523;Shirrak the Dead Watcher;Shirrak was constructed by Exarch Maladaar to guard over the fallen draenei spirits who wander the Auchenai Crypts. A necrotic mass of eyes, teeth, and tentacles, this undead construct absorbs arcane energy with hungry abandon, and will not suffer the living to pass.;0.46311500668525696,0.6803269982337952;247;1890;1;5038;257;0;0;-1
524;Exarch Maladaar;The sole living remnant of the glory that once strode the halls of Auchenai, Maladaar has been driven mad by the loss of everyone and everything he ever loved. His lunatic dedication to the preservation of their memory has driven him to a mastery of the dark arts.;0.7390710115432739,0.5081959962844849;247;1889;2;5042;257;0;0;-1
527;Watchkeeper Gargolmar;Reviled amongst the denizens of Outland, Gargolmar is known to eat the hearts of those he catches near the Hellfire Citadel whether they were trying to enter or not. Charged by Kargath Bladefist himself with the defense of the ramparts, Watchkeeper Gargolmar is unflinching in his duty.;0.7295079827308655,0.31352499127388;248;1893;1;5049;347;0;0;-1
528;Omor the Unscarred;Omor the Unscarred was a disciple of Hakkar the Houndmaster, and took charge of the legendary warrior's remaining felhounds  after his master's defeat during the War of the Ancients. Since that time, Omor has never been defeated in single combat.  The venerable demon is Illidan's envoy to the fel orcs of Hellfire Citadel.;0.3907099962234497,0.2049179971218109;248;1891;2;5057;347;0;0;-1
529;Vazruden the Herald;Vazruden guards the vital line of supplies, messages, and forces flowing between Hellfire Citidel and the Black Temple.  Astride his magnificent nether drake Nazan, Vazruden presents an unstoppable aerial force of fire, claws, and shrieking terror.;0.3551909923553467,0.8278689980506897;248;1892;3;5064;347;0;0;-1
530;Selin Fireheart;Once a respected captain of Kael'Thas Sunstrider's personal guard, Selin Fireheart has maintained an unswervingly fierce loyalty to his lord while losing his sanity. Selin has been seduced by the demonic energies of the crystals which surround his chamber, and cannot stop from reveling in their vile power. He will slay any who dare approach the Magisters' Terrace and will drink the magic, life, and blood from their dead bodies.;0.4248639941215515,0.22336100041866302;249;1897;1;5078;349;0;0;-1
531;Vexallus;An arcane elemental of unimaginable power, Vexallus was summoned to the Magisters' Terrace by a trio of blood elves who were slain by the force of his arrival. The magical energy in the surrounding crystals resonates within Vexallus, and his being is in a constant state of explosive chaotic flux.;0.8346999883651733,0.2643440067768097;249;1898;2;5082;349;0;0;-1
532;Priestess Delrissa;Delrissa is a shivarra priestess acting under the demon lord Kil'jaeden. It is Delrissa who revived Kael'thas Sunstrider after he was heavily wounded in an attack on Tempest Keep, and she has stayed in the blood elf lord's presence ever since. The priestess has a militant circle of loyal acolytes who serve her and will defend her at all cost.;0.39754098653793335,0.5573769807815552;249;1895;3;29984;348;0;0;-1
533;Kael'thas Sunstrider;Once a true champion to the blood elf people, and a defender of the race's ancient heritage, Kael'thas Sunstrider has fallen prey to the dark influences of the demon Kil'jaeden while sojourning in Outland. At the bidding of his new master, the wayward prince returned to Azeroth and seized the Sunwell, hoping to use the fount as a means to open a doorway for the demon to this new and verdant world. Kael'thas is a brilliant tactician, a powerful warrior, and his veins burn with limitless fel magic.;0.08606559783220291,0.5020490288734436;249;1894;4;5166;348;0;0;-1
534;Pandemonius;This infamous Void Lord is also known as the Duke of Chaos, the Eater of Nations, and Worldslayer. Pandemonius was one of the commanders serving under Dimensius when the ethereal homeworld of K'aresh was destroyed. He was later bound by Nexus-Prince Shaffar and forced to continue sating his unending hunger in service to the ethereals.;0.47950801253318787,0.2971310019493103;250;1900;1;5188;272;0;0;-1
535;Tavarok;Under the command of Kael'thas Sunstrider, Pathaleon the Calculator summoned a powerful colossus to gather the arcane energies flowing from beneath the Mana Tombs. Tavarok has unexpectedly been transformed by the unique emanations, losing the red-tinged corruption of Pathaleon's influence. The white colossus has gained his own free will and uses it to greedily consume all who would stand in his way.;0.6092889904975891,0.7418040037155151;250;1901;2;5191;272;0;0;-1
536;Yor;"A ""gift"" from Illidan Stormrage to accompany Nexus-Prince Shaffar, Yor is a void hound of unlimited savagery and power.  The prince's advisors warned him that Illidan's demonic gift was most likely a ruse set to betray Shaffar once he had met his goals. The prince fed those advisors to Yor... but has since kept the hound in a stasis chamber, just in case.";0.3565570116043091,0.6086069941520691;250;250;3;5194;272;0;2;2
537;Nexus-Prince Shaffar;Convinced that vast riches lay within the depths of the Mana Tombs, Nexus-Prince Shaffar has spent untold amounts of his own considerable fortune to move an army into the shadowed halls of this crumbling ruin, and to keep competing ethereals out. The prince's greed knows no bounds, and he has vowed to uncover the mysteries of the Mana Tombs or die trying.;0.3237699866294861,0.49180299043655396;250;1899;4;5196;272;0;0;-1
538;Lieutenant Drake;Lieutenant Drake was an ambitious military man, with his eyes set upon the glory of command during the Second War. His ambition was only matched by his hatred for the green-skinned orcs who had slain so many of his companions, a hatred which took form in his cruel treatment of the prisoners in the internment camps of Durnholde Keep.;0.7540979981422424,0.6618850231170654;251;1905;1;5205;274;0;0;-1
539;Captain Skarloc;"Fiercely loyal to Aedelas Blackmoore, Captain Skarloc rose through the ranks of the Durnholde military alongside his friend Aliden Perenolde.  When Aliden decided to take up operations in the Alterac Mountains, Skarloc stayed with his Lord and mentor. He became Aedelas's most trusted comrade and advisor, earning the title ""Blackmoore's Spear.""";0.6912569999694824,0.6967210173606873;251;1907;2;5210;274;0;0;-1
540;Epoch Hunter;The mysteriously-named Epoch Hunter is an assassin from the infinite dragonflight sent to alter the course of history by killing Thrall before he can escape from Durnholde. The shadowy drake has slain countless beings in service of his cause, but this will be his most important kill. He will summon every ounce of his strength, power, subtlety, and cunning to bring about the end of this timeline.;0.508197009563446,0.31967198848724365;251;1906;3;5225;274;0;0;-1
541;Darkweaver Syth;Darkweaver Syth is charged by the Talon King Ikiss to defend the Sethekk Halls while the renegade arakkoa search for their enigmatic god. A master of shadowy magic, this wizened trickster has learned how to bend the very elements to his sway.;0.4877049922943115,0.6803280115127563;252;1903;1;5230;258;0;0;-1
542;Anzu;A mysterious avian deity worshipped by some of the more savage arakkoa, Anzu is a being whose origins and powers are unlike any other member of Outland's fallen pantheon. The Naaru are silent regarding this malevolent creature, for Anzu's ways are hidden from even them.;0.3265030086040497,0.5450819730758667;252;1904;2;5248;259;0;2;2
543;Talon King Ikiss;"Talon King Ikiss was the charismatic spiritual leader of the daring group of arakkoa which left their home in the Terokkar forest in search of a ""promised god."" He had received dreams of this god as he slept, and knew that revelation lay within the crumbling halls of Auchindoun. Ikiss was driven insane by the visions, and now declares himself to be Terokk reborn, a divine hero from arakkoa myth.";0.3265030086040497,0.27663901448249817;252;1902;3;5256;259;0;0;-1
544;Ambassador Hellmaw;A powerful demonic servant and acolyte of pain, Ambassador Hellmaw is dedicated to the art of death. He loves nothing more than the taste of a mortal's lifeblood tinged with horror and despair.  Hellmaw is bound by the fel orcs of the Shadow Labyrinth and fed a constant stream of prisoners, bolstering the demon to serve the black will of his masters.;0.2185789942741394,0.39549198746681213;253;1908;1;5261;260;0;0;-1
545;Blackheart the Inciter;When the orcish Horde first invaded Azeroth through the Dark Portal, two Shadow Council members instead turned their attentions to the ancient draenei burial grounds of Auchindoun. The unquiet spirits in the area proved to be excellent subjects for the warlock Blackheart to perfect his mind control abilities.;0.2677600085735321,0.7049180269241333;253;1909;2;5263;260;0;0;-1
546;Grandmaster Vorpil;In the early days of the Horde, Grandmaster Vorpil convinced the orc warlock Gul'dan to allow him to investigate the mysteries of Auchindoun, secretly desiring to harness the energy of the frighteningly powerful cosmic essences that permeated the area.;0.5314210057258606,0.5409830212593079;253;1911;3;5266;260;0;0;-1
547;Murmur;"""In the beginning""... ""So far away""... such phrases cannot begin to describe this elemental's origin. Its existence heralds pure destruction. Worlds shatter and the pieces scatter at its whim. Only the truly mad would think to summon it. Perhaps there is yet time to banish Murmur before it fully enters Outland.";0.8087430000305176,0.3913930058479309;253;1910;4;5272;260;0;0;-1
548;Zereketh the Unbound;Most creatures from the Twisting Nether require constant directions from their masters, but a select few voidwraiths need no such orders. Zereketh stands at the entrance to Arcatraz, ready to slay all who would dare challenge him.;0.5928959846496582,0.24385300278663635;254;1916;1;5279;269;0;0;-1
549;Dalliah the Doomsayer;Before she was imprisoned by the naaru, Dalliah was one of the most vicious and aggressive warriors within the Burning Legion. Spending so much time as a cellmate to Wrath-Scryer Soccothrates did not improve her disposition either.;0.3633880019187927,0.782787024974823;254;1913;2;5283;270;0;0;-1
550;Wrath-Scryer Soccothrates;Millennia ago, Soccothrates held a position of honor among the Wrathguards, standing at the side of the Burning Legion's top commanders. Confinement did not suit his considerable ego. Neither did his cellmate.;0.19945399463176727,0.7868850231170654;254;1915;3;5291;270;0;0;-1
551;Harbinger Skyriss;The naaru believed the persuasive voice of Harbinger Skyriss was silenced when they contained him and forced him into a long, dreamless sleep. The unfortunate warden of Arcatraz learned the naaru were wrong. Skyriss had just enough energy to speak to Warden Mellichar in a still, small voice. Time took care of the rest.;0.6161199808120728,0.30737701058387756;254;1914;4;5298;271;0;0;-1
552;Chrono Lord Deja;The Infinite Dragonflight tempted many drakonid with promises of power, but most found only servitude and despair. One of the few exceptions is Chrono Lord Deja, who gained influence within the flight through his raw power and cunning.;0.4508199989795685,0.6209009885787964;255;1920;1;5336;273;0;0;-1
553;Temporus;Although relatively young, Temporus was instrumental in identifying many of the Infinite Dragonflight's prime targets.  As a reward, he was given the responsibility of destroying anyone who might attempt to interfere with the dragonflight's plans.;0.5491799712181091,0.618852972984314;255;1921;2;5340;273;0;0;-1
554;Aeonus;Powerful and wild, Aeonus was tasked by the Master of the Infinite Dragonflight to personally oversee the disruption of key moments in the true timeway.;0.4808740019798279,0.7459020018577576;255;1919;3;5344;273;0;0;-1
555;The Maker;All creatures who use the power of fel magic, willingly or otherwise, slowly take on the appearance of demons. The Maker accelerates their corruption and performs cruel experiments on any who attempt to resist.;0.3866119980812073,0.41803300380706787;256;1922;1;5356;261;0;0;-1
556;Broggok;Some creatures occasionally have second thoughts about their allegiance to their new, corrupt masters. Broggok ensures that any subversive notions among the fel orcs are permanently eradicated.;0.4330599904060364,0.2192620038986206;256;1924;2;5367;261;0;0;-1
557;Keli'dan the Breaker;"When Illidan overthrew the pit lord Magtheridon and took control of Outland, he had the demonic leader imprisoned beneath the Hellfire Citadel. Only the most stalwart among Illidan's forces could ever hope to keep him contained; the ruthless orc, Keli'dan, was the only possible choice.";0.5833330154418945,0.41188499331474304;256;1923;3;5382;261;0;0;-1
558;Commander Sarannis;When the fallen blood elf leader, Kael'thas, seized control of the Tempest Keep, he immediately ordered Commander Sarannis to prepare defenses against whomever the naaru might send to reclaim the keep.;0.44262298941612244,0.2336069941520691;257;1925;1;5401;266;0;0;-1
559;High Botanist Freywinn;Mere minutes after entering the Botanica, Freywinn began conducting reckless experiments in order to unlock the power hidden among the native plant life of Outland.;0.24180300533771515,0.22745899856090546;257;1926;2;5418;266;0;0;-1
560;Thorngrin the Tender;Experiments require resources. Thorngrin the Tender makes sure that Kael'thas's botanists have the power and essence they need to reveal the naaru's secrets, even if that means untold numbers of living creatures must be sacrificed to obtain it.;0.07377039641141891,0.4815570116043091;257;1928;3;5460;266;0;0;-1
561;Laj;The naaru gathered samples of unusual wildlife from across Outland. Their safeguards were destroyed when the Botanica was invaded, leaving some of the most dangerous specimens free to roam.;0.3401640057563782,0.8627060055732727;257;1927;4;5463;266;0;0;-1
562;Warp Splinter;The night elves of Darnassus have asked for help in restoring an Ancient of the Arcane, who found itself trapped in Tempest Keep. Frightened by the recent attack by Kael'thas Sunstrider's forces, the Warp Splinter is unable to differentiate friend from foe and is liable to attack any who disturb it.;0.3428960144519806,0.36885300278663635;257;1929;5;5476;266;0;0;-1
563;Mechano-Lord Capacitus;It takes a tremendous amount of skill and precision to harvest the power of the naaru's manacells. These talents can easily be turned upon any intruders.;0.5136610269546509,0.3155739903450012;258;1932;1;5479;267;0;0;-1
564;Nethermancer Sepethrea;Thanks to her skills at quickly summoning creatures to destroy any enemies, Sepethrea was chosen as an apprentice to Pathaleon the Calculator, the blood elf in charge of the Mechanar.;0.47814199328422546,0.2028689980506897;258;1930;2;5484;268;0;0;-1
565;Pathaleon the Calculator;Following the Sunwell's defilement, the vainglorious arcanist Pathaleon saw an opportunity to gain renown by aiding Kael'thas in finding a cure for his race's addiction to magic. This single-minded quest led him to join the blood elf prince on Outland and oversee his disastrous experiments. Most recently, Pathaleon has begun harnessing the Tempest Keep's otherworldly technologies in pursuit of fame and power.;0.27185800671577454,0.6106560230255127;258;1931;3;5489;268;0;0;-1
566;Grand Warlock Nethekurse;Nethekurse, once a shaman of the Shadowmoon clan, abandoned his reverence for the elements to master the art of wielding fel magic. The demonic energies at his command have left him a husk who finds delight only in torturing young fel orcs to test the limits of their mental and physical strength.;0.33333298563957214,0.6209020018577576;259;1936;1;5497;246;0;0;-1
568;Warbringer O'mrogg;The ruthless and cunning ogre O'mrogg is considered one of the Fel Horde's deadliest members. But this feared brute has a problem. The ogre's two heads have always struggled to agree on even the simplest matters. Two years ago, O'mrogg began a twelve-step plan to develop a synergy between his warring personalities. His heads have yet to decide on which step to start with.;0.5423499941825867,0.3422130048274994;259;1937;3;5893;246;0;0;-1
569;Warchief Kargath Bladefist;Chieftain of the Shattered Hand clan and warchief of the Fel Horde, Kargath is one of the greatest orcish heroes in recent memory. Over the years, he has severed both of his hands and replaced them with weapons of war, a bloody ritual unique to his clan. The joy he derives from inflicting pain on both others and himself is legendary among the orcs. As the Fel Horde's tyrannical ruler, he has channeled his ruthlessness and ferocity into forging an unstoppable army within the iron walls of Hellfire Citadel.;0.6734970211982727,0.5450819730758667;259;1938;4;5898;246;0;0;-1
