ID;Map;JournalEncounterID;MapDisplayConditionID;Flags;UiMapID
2097;0.39841699600219727,0.5145120024681091;1140;0;1;575
2098;0.4987640082836151,0.1829420030117035;1391;0;1;666
2099;0.6096950173377991,0.45025500655174255;1426;0;1;661
2100;0.59517902135849,0.529666006565094;1427;0;1;668
2101;0.4839310050010681,0.5074160099029541;1447;0;1;667
2102;0.4969879984855652,0.3357990086078644;1225;0;1;593
2103;0.610929012298584,0.5912089943885803;1653;0;1;752
2104;0.7249749898910522,0.5616419911384583;1512;0;1;708
2105;0.506509006023407,0.31603899598121643;1830;0;1;808
2106;0.6569839715957642,0.23300300538539886;1207;0;1;620
2107;0.5580959916114807,0.35908499360084534;1208;0;1;620
2108;0.5976510047912598,0.12388300150632858;1209;0;1;620
2109;0.45010000467300415,0.8218569755554199;1210;0;1;621
2110;0.47005999088287354,0.8592820167541504;1211;0;1;543
2111;0.823477029800415,0.2836019992828369;1203;0;1;596
2112;0.7078319787979126,0.332832008600235;1216;0;1;593
2113;0.37428200244903564,0.4531640112400055;1672;0;1;756
2114;0.5222499966621399,0.45179200172424316;1392;0;1;664
2115;0.5115140080451965,0.5273730158805847;1618;0;1;172
2116;0.46371299028396606,0.4054799973964691;1619;0;1;172
2117;0.42833998799324036,0.5273730158805847;1620;0;1;172
2118;0.42833998799324036,0.5273730158805847;1621;0;1;172
2119;0.46371299028396606,0.6492660045623779;1622;0;1;172
2120;0.5325459837913513,0.3552890121936798;1623;0;1;173
2121;0.39105498790740967,0.5933380126953125;1624;0;1;186
2122;0.39105498790740967,0.869979977607727;1625;0;1;186
2123;0.21992699801921844,0.5501909852027893;1626;0;1;187
2124;0.690500020980835,0.5501909852027893;1627;0;1;187
2125;0.515421986579895,0.21605999767780304;1628;0;1;188
2126;0.1989780068397522,0.6548740267753601;1629;0;1;190
2127;0.1989780068397522,0.41825899481773376;1630;0;1;190
2128;0.13110099732875824,0.5329819917678833;1631;0;1;190
2129;0.5201600193977356,0.14149099588394165;1632;0;1;190
2130;0.5115990042686462,0.435467004776001;1633;0;1;191
2131;0.7668139934539795,0.7366780042648315;1634;0;1;190
2132;0.3663249909877777,0.2318979948759079;1635;0;1;189
2133;0.49929600954055786,0.5287430286407471;1636;0;1;192
2134;0.49330800771713257,0.3867120146751404;1637;0;1;147
2135;0.3833650052547455,0.2662529945373535;1638;0;1;147
2136;0.5458459854125977,0.2648189961910248;1639;0;1;147
2137;0.48861101269721985,0.14149199426174164;1640;0;1;147
2138;0.15695500373840332,0.5644059777259827;1641;0;1;148
2139;0.37206000089645386,0.1335809975862503;1642;0;1;148
2140;0.512594997882843,0.5715749859809875;1643;0;1;149
2141;0.6703799962997437,0.6389740109443665;1644;0;1;149
2142;0.7220050096511841,0.4855329990386963;1645;0;1;149
2143;0.5336689949035645,0.22884100675582886;1646;0;1;149
2144;0.4361959993839264,0.41239699721336365;1647;0;1;151
2145;0.5671280026435852,0.6029970049858093;1648;0;1;150
2146;0.6837630271911621,0.39936399459838867;1649;0;1;150
2147;0.7928329706192017,0.45822200179100037;1650;54460;1;148
2148;0.6723700165748596,0.30988600850105286;1651;0;1;248
2149;0.49135398864746094,0.5357879996299744;1652;0;1;200
2150;0.3314320147037506,0.6140679717063904;1744;0;1;779
2151;0.6506019830703735,0.5105419754981995;1163;0;1;609
2152;0.42787599563598633,0.46198800206184387;1783;0;1;449
2153;0.28922200202941895,0.33639800548553467;1185;0;1;593
2154;0.49897998571395874,0.6795910000801086;1186;0;1;593
2155;0.4740149974822998,0.7674729824066162;1155;0;1;596
2156;0.3308759927749634,0.48533400893211365;1521;0;1;232
2157;0.315093994140625,0.6896229982376099;1522;0;1;232
2158;0.5584059953689575,0.8526170253753662;1523;0;1;232
2159;0.5239260196685791,0.7763199806213379;1524;0;1;232
2160;0.8283020257949829,0.8254719972610474;1525;0;1;232
2161;0.6886799931526184,0.576416015625;1526;0;1;232
2162;0.841509997844696,0.6528310179710388;1527;0;1;232
2163;0.5622649788856506,0.5339630246162415;1528;0;1;232
2164;0.7889180183410645,0.7361479997634888;1168;0;1;574
2165;0.47106099128723145,0.21539799869060516;1452;0;1;534
2166;0.41928499937057495,0.6024379730224609;1529;0;1;287
2167;0.4596770107746124,0.5349460244178772;1154;0;1;597
2168;0.7711589932441711,0.23253999650478363;1664;0;1;754
2169;0.33281901478767395,0.2753709852695465;1530;0;1;287
2170;0.5057510137557983,0.6174759864807129;1531;0;1;289
2171;0.46439799666404724,0.42950698733329773;1532;0;1;289
2172;0.3491100072860718,0.20958299934864044;1533;0;1;289
2173;0.3553760051727295,0.37123700976371765;1534;0;1;290
2174;0.39422300457954407,0.7264999747276306;1535;0;1;290
2175;0.7037460207939148,0.72461998462677;1536;0;1;290
2176;0.5635070204734802,0.3574340045452118;1537;0;1;247
2177;0.5840200185775757,0.4912799894809723;1538;0;1;247
2178;0.32863500714302063,0.36051100492477417;1539;0;1;247
2179;0.6978660225868225,0.620510995388031;1540;0;1;247
2180;0.6168410181999207,0.9051259756088257;1541;0;1;247
2181;0.42914900183677673,0.6958950161933899;1542;0;1;247
2182;0.45786601305007935,0.5220490097999573;1543;0;1;320
2183;0.44555899500846863,0.33589598536491394;1544;0;1;319
2184;0.6229950189590454,0.21897299587726593;1545;0;1;319
2185;0.4353030025959015,0.5035880208015442;1546;0;1;319
2186;0.28453299403190613,0.49743399024009705;1547;0;1;319
2187;0.721455991268158,0.1789730042219162;1548;0;1;319
2188;0.6065840125083923,0.6974340081214905;1549;0;1;319
2189;0.3019689917564392,0.8189719915390015;1550;0;1;319
2190;0.5706869959831238,0.6251260042190552;1551;0;1;321
2191;0.596409022808075,0.28769299387931824;1552;0;1;350
2192;0.45281898975372314,0.8261539936065674;1553;0;1;350
2193;0.2712799906730652,0.6353849768638611;1554;0;1;352
2194;0.834384024143219,0.5000420212745667;1555;0;1;353
2195;0.1810230016708374,0.3507699966430664;1556;0;1;353
2196;0.4948689937591553,0.3661549985408783;1557;0;1;358
2197;0.7164070010185242,0.260001003742218;1559;0;1;359
2198;0.5256379842758179,0.6969239711761475;1560;0;1;360
2199;0.3594839870929718,0.41846200823783875;1561;0;1;362
2200;0.3594839870929718,0.6169229745864868;1562;0;1;363
2201;0.5143560171127319,0.3092310130596161;1563;0;1;366
2202;0.5502550005912781,0.5707690119743347;1564;0;1;330
2203;0.19948600232601166,0.2830770015716553;1565;0;1;330
2204;0.6917949914932251,0.7430769801139832;1566;0;1;331
2205;0.3635900020599365,0.8476920127868652;1567;0;1;332
2206;0.40256398916244507,0.5815380215644836;1568;0;1;332
2207;0.41794899106025696,0.25538501143455505;1569;0;1;332
2208;0.5041030049324036,0.17692400515079498;1570;0;1;332
2209;0.5964099764823914,0.260001003742218;1571;0;1;332
2210;0.7225630283355713,0.589231014251709;1572;0;1;332
2211;0.5010259747505188,0.5876920223236084;1573;0;1;334
2212;0.26407501101493835,0.49068599939346313;1574;0;1;334
2213;0.7400000095367432,0.4892300069332123;1575;0;1;334
2214;0.5009989738464355,0.13846099376678467;1576;0;1;334
2215;0.12769199907779694,0.6338459849357605;1577;0;1;329
2216;0.08564069867134094,0.6815379858016968;1578;0;1;329
2217;0.4241029918193817,0.3584609925746918;1579;0;1;329
2218;0.35743600130081177,0.37846100330352783;1580;0;1;329
2219;0.772819995880127,0.2830759882926941;1581;0;1;329
2220;0.4394870102405548,0.18765099346637726;1582;0;1;340
2221;0.6630759835243225,0.4738459885120392;1583;0;1;339
2222;0.4097430109977722,0.8892300128936768;1584;0;1;341
2223;0.3943580090999603,0.1184609979391098;1585;0;1;343
2224;0.5399990081787109,0.47692200541496277;1586;0;1;342
2225;0.6138439774513245,0.8507680296897888;1587;0;1;342
2226;0.6753829717636108,0.3676910102367401;1588;0;1;344
2227;0.4733319878578186,0.43845999240875244;1589;0;1;345
2228;0.5276910066604614,0.7046129703521729;1590;0;1;346
2229;0.3061540126800537,0.5107690095901489;1591;0;1;335
2230;0.658972978591919,0.8646150231361389;1592;0;1;335
2231;0.7276909947395325,0.8261529803276062;1593;0;1;335
2232;0.6415659785270691,0.32100000977516174;1594;0;1;335
2233;0.4671800136566162,0.23846200108528137;1595;0;1;336
2234;0.46000000834465027,0.6169229745864868;1596;0;1;336
2235;0.49334999918937683,0.16873799264431;1597;0;1;156
2236;0.6271929740905762,0.5530589818954468;1598;0;1;156
2237;0.3632889986038208,0.5516250133514404;1599;0;1;156
2238;0.6271510124206543,0.36376699805259705;1600;0;1;156
2239;0.3069249987602234,0.469884991645813;1601;0;1;163
2240;0.4417249858379364,0.3608990013599396;1602;0;1;163
2241;0.6864659786224365,0.15296399593353271;1603;0;1;163
2242;0.34612199664115906,0.5645310282707214;1604;0;1;165
2243;0.49817198514938354,0.4569779932498932;1605;0;1;165
2244;0.7601649761199951,0.28352299332618713;1606;0;1;165
2245;0.4274689853191376,0.45990899205207825;1607;0;1;164
2246;0.6750779747962952,0.5961419939994812;1608;0;1;164
2247;0.301272988319397,0.7682250142097473;1609;0;1;164
2248;0.5411919951438904,0.41688698530197144;1610;0;1;162
2249;0.6157619953155518,0.5315470099449158;1611;0;1;162
2250;0.4629240036010742,0.43827199935913086;1612;0;1;162
2251;0.2658570110797882,0.14579200744628906;1613;0;1;162
2252;0.5651329755783081,0.6750140190124512;1614;0;1;167
2253;0.3653239905834198,0.2232930064201355;1615;0;1;167
2254;0.5057359933853149,0.47705501317977905;1616;0;1;155
2255;0.384321004152298,0.49856600165367126;1617;0;1;141
2256;0.47845399379730225,0.29847899079322815;1667;0;1;786
2257;0.40634000301361084,0.41570600867271423;1688;0;1;732
2258;0.6682419776916504,0.25597700476646423;1696;0;1;732
2259;0.309798002243042,0.5648419857025146;1702;0;1;732
2260;0.5532320141792297,0.5019009709358215;1703;0;1;777
2261;0.3226349949836731,0.6096370220184326;1706;0;1;764
2262;0.37186399102211,0.8239240050315857;1202;0;1;597
2263;0.5778099894523621,0.5367439985275269;1492;0;1;713
2264;0.48284998536109924,0.4709770083427429;1160;0;1;576
2265;0.39336898922920227,0.20564499497413635;1161;0;1;597
2266;0.33243700861930847,0.4314509928226471;1162;0;1;596
2267;0.5461099743843079,0.6837180256843567;1480;0;1;713
2268;0.3902199864387512,0.38772499561309814;1227;0;1;617
2269;0.48502999544143677,0.24550999701023102;1228;0;1;618
2270;0.46007999777793884,0.4625749886035919;1229;0;1;618
2271;0.15070000290870667,0.48502999544143677;1234;0;1;618
2272;0.3915660083293915,0.6144570112228394;1518;0;1;751
2273;0.3702099919319153,0.7484549880027771;1195;0;1;610
2274;0.5086529850959778,0.16440099477767944;1196;0;1;610
2275;0.45302799344062805,0.7521629929542542;1197;0;1;615
2276;0.3139309883117676,0.40397098660469055;1673;0;1;731
2277;0.29357200860977173,0.5148329734802246;1394;0;1;668
2278;0.4596540033817291,0.5;1490;0;1;713
2279;0.68299800157547,0.5129680037498474;1491;0;1;713
2280;0.47106099128723145,0.7845680117607117;1262;0;1;542
2281;0.6547859907150269,0.47099098563194275;1662;0;1;731
2282;0.7415779829025269,0.9202979803085327;1713;0;1;766
2283;0.48352301120758057,0.4828900098800659;1738;0;1;780
2284;0.5123609900474548,0.3349809944629669;1396;0;1;665
2285;0.5107769966125488,0.4801250100135803;1395;0;1;669
2286;0.453902006149292,0.5558919906616211;1665;0;1;731
2287;0.7406349778175354,0.46037501096725464;1686;0;1;732
2288;0.341499000787735,0.27737700939178467;1693;0;1;732
2289;0.5,0.5;1795;0;1;449
2290;0.17085100710391998,0.7006880044937134;1687;0;1;731
2291;0.24324600398540497,0.6103479862213135;1654;0;1;733
2292;0.4363290071487427,0.45472800731658936;1655;0;1;733
2293;0.415365993976593,0.19802799820899963;1731;0;1;764
2294;0.5309479832649231,0.56489497423172;1214;0;1;620
2295;0.4412829875946045,0.3992069959640503;1291;0;1;543
2296;0.6582319736480713,0.46121200919151306;1656;0;1;733
2297;0.8124099969863892,0.8567450046539307;1657;0;1;733
2298;0.40111199021339417,0.761434018611908;1433;0;1;666
2299;0.43367400765419006,0.5057399868965149;1425;0;1;661
2300;0.09431129693984985,0.5616409778594971;1663;0;1;708
2301;0.2934289872646332,0.3505060076713562;1749;0;1;449
2302;0.49529701471328735,0.5198469758033752;1737;0;1;772
2303;0.6757929921150208,0.6858789920806885;1694;0;1;732
2304;0.6001269817352295,0.3346010148525238;1750;0;1;787
2305;0.5139920115470886,0.17586499452590942;1711;0;1;732
2306;0.4500960111618042,0.18153700232505798;1697;0;1;732
2307;0.47262299060821533,0.4935159981250763;1695;0;1;711
2308;0.43510401248931885,0.6637179851531982;1769;0;1;449
2309;0.3940019905567169,0.396467000246048;1751;0;1;766
2310;0.6906329989433289,0.26705101132392883;1756;0;1;449
2311;0.5632709860801697,0.41742101311683655;1763;0;1;449
2312;0.3594839870929718,0.6169229745864868;1764;0;1;363
2313;0.5663719773292542,0.6747789978981018;1774;0;1;449
2314;0.6585869789123535,0.34470099210739136;1761;0;1;767
2315;0.2649959921836853,0.639277994632721;1762;0;1;768
2316;0.4531640112400055,0.8278570175170898;1835;0;1;809
2317;0.4276910126209259,0.45563098788261414;1770;0;1;449
2318;0.3640489876270294,0.4877850115299225;1789;0;1;449
2319;0.3153049945831299,0.666592001914978;1790;0;1;449
2320;0.8360729813575745,0.5;1825;0;1;812
2321;0.4943090081214905,0.5316600203514099;1796;0;1;449
2322;0.501118004322052,0.16610799729824066;1981;0;1;903
2323;0.5527390241622925,0.4391480088233948;1905;0;1;846
2324;0.5,0.5;1884;0;1;759
2325;0.8801159858703613,0.30921098589897156;1885;0;1;449
2326;0.45973700284957886,0.4568609893321991;1872;0;1;770
2327;0.2460850030183792,0.7265130281448364;1979;0;1;903
2328;0.40107500553131104,0.5919349789619446;2025;0;1;913
2329;0.5,0.5;2051;0;1;759
2330;0.17461000382900238,0.39153701066970825;1827;0;1;812
2332;0.6096490025520325,0.6118419766426086;1956;0;1;449
2333;0.32150599360466003,0.5274189710617065;1986;0;1;915
2334;0.4860309958457947,0.7058349847793579;1836;0;1;817
2335;0.5698450207710266,0.530813992023468;1818;0;1;819
2336;0.43548399209976196,0.5112900137901306;1985;0;1;911
2337;0.5049899816513062,0.1882539987564087;1873;0;1;854
2338;0.4129030108451843,0.5354840159416199;1987;0;1;909
2339;0.5164340138435364,0.8167669773101807;1819;0;1;807
2340;0.17789700627326965,0.3077250123023987;1820;0;1;812
2341;0.30536898970603943,0.367451012134552;1980;0;1;903
2342;0.24193599820137024,0.54032301902771;1984;0;1;917
2343;0.5189999938011169,0.5724999904632568;1903;0;1;852
2344;0.44995999336242676,0.16249999403953552;1867;0;1;850
2345;0.4588649868965149,0.6989309787750244;1856;0;1;851
2346;0.5283970236778259,0.23022300004959106;1878;0;1;849
2347;0.5319870114326477,0.5363659858703613;1838;0;1;822
2348;0.6219210028648376,0.3322159945964813;1982;0;1;903
2349;0.5,0.5;1883;0;1;759
2350;0.8003849983215332,0.49937400221824646;2004;0;1;914
2351;0.17789700627326965,0.3508630096912384;1826;0;1;812
2352;0.7275519967079163,0.5873950123786926;1992;0;1;909
2353;0.5879300236701965,0.20204399526119232;1896;0;1;852
2354;0.7279350161552429,0.44578298926353455;1898;0;1;856
2355;0.5962030291557312,0.6534780263900757;2010;0;1;929
2356;0.5162060260772705,0.8130189776420593;1983;0;1;916
2357;0.41182801127433777,0.46612900495529175;1997;0;1;910
2358;0.5243409872055054,0.5851929783821106;1906;0;1;847
2359;0.2712799906730652,0.6390830278396606;1837;0;1;811
2360;0.5024999976158142,0.26506099104881287;1897;0;1;853
2361;0.17634400725364685,0.5016130208969116;2009;0;1;914
2362;0.7322729825973511,0.4703420102596283;1817;0;1;818
2363;0.45100000500679016,0.5669999718666077;1862;0;1;850
2364;0.3595460057258606,0.2386309951543808;1829;0;1;808
2365;0.5229880213737488,0.46348899602890015;1904;0;1;849
2366;0.8477640151977539,0.8607339859008789;1861;0;1;851
2367;0.173117995262146,0.5220720171928406;2015;0;1;927
2368;0.5529999732971191,0.125;2036;0;1;934
2369;0.3493970036506653,0.48644599318504333;2030;0;1;934
2423;0.15296800434589386,0.18493199348449707;1997;0;0;909
2426;0.7122120261192322,0.5840839743614197;2102;0;1;936
2427;0.363864004611969,0.3558560013771057;2095;0;1;936
2428;0.29179200530052185,0.6441439986228943;2094;0;1;936
2429;0.4499500095844269,0.6081079840660095;2093;0;1;936
2436;0.5529999732971191,0.8299999833106995;2082;0;1;934
2437;0.3700000047683716,0.5899999737739563;2083;0;1;935
2451;0.6482419967651367,0.29044198989868164;2130;0;1;1041
2452;0.7298129796981812,0.5341619849205017;2131;0;1;1041
2499;0.510325014591217,0.5186910033226013;2097;0;1;974
2500;0.3736400008201599,0.6845790147781372;2098;0;1;977
2501;0.5206490159034729,0.8691580295562744;2099;0;1;979
2502;0.4026550054550171,0.6845790147781372;2096;0;1;980
2503;0.5149999856948853,0.20000000298023224;2126;0;1;1015
2505;0.30394700169563293,0.6923090219497681;2125;0;1;1015
2506;0.514365017414093,0.2585600018501282;2128;0;1;1018
2507;0.6757230162620544,0.4282050132751465;2127;0;1;1015
2526;0.4276910126209259,0.45563098788261414;2212;0;1;449
2527;0.4276910126209259,0.45563098788261414;2213;0;1;449
2528;0.4577690064907074,0.47583600878715515;2109;0;1;1010
2529;0.29579201340675354,0.2527880072593689;2114;0;1;1010
2530;0.5598160028457642,0.1988849937915802;2115;0;1;1010
2531;0.6895020008087158,0.3773219883441925;2116;0;1;1010
2628;0.13855299353599548,0.482248991727829;2172;0;1;1004
2629;0.8072310090065002,0.6859539747238159;2165;0;1;1004
2630;0.4367470145225525,0.7920269966125488;2170;0;1;1004
2631;0.5451809763908386,0.24067899584770203;2171;0;1;1004
2639;0.35241198539733887,0.41925498843193054;2158;0;1;1042
2641;0.4024380147457123,0.5372660160064697;2155;0;1;1040
2643;0.695123016834259,0.35403698682785034;2156;0;1;1040
2644;0.6863729953765869,0.7950310111045837;2142;0;1;1038
2645;0.37836799025535583,0.23771899938583374;2145;0;1;1043
2646;0.4511379897594452,0.30124199390411377;2144;0;1;1038
2647;0.4298270046710968,0.5124220252037048;2143;0;1;1038
2648;0.4795230031013489,0.5204650163650513;2157;0;1;1041
2650;0.46530699729919434,0.4068320095539093;2153;0;1;1039
2651;0.24677899479866028,0.3975149989128113;2154;0;1;1039
2671;0.654350996017456,0.48616600036621094;2146;0;1;1153
2672;0.5172410011291504,0.22332100570201874;2147;0;1;1155
2673;0.5255150198936462,0.3082999885082245;2166;0;1;1152
2674;0.507390022277832,0.43675899505615234;2167;0;1;1149
2675;0.524806022644043,0.30039599537849426;2168;0;1;1148
2676;0.38177400827407837,0.5098810195922852;2169;0;1;1151
2678;0.5172410011291504,0.8498029708862305;2194;0;1;1155
2679;0.5099999904632568,0.5320000052452087;2195;0;1;1154
2715;0.5776680111885071,0.2888199985027313;2132;924;1;1162
2716;0.5475670099258423,0.6024850010871887;2173;0;1;1162
2717;0.4790700078010559,0.7816380262374878;2134;0;1;1162
2718;0.5767310261726379,0.2888210117816925;2133;923;1;1162
2719;0.5248460173606873,0.9254649877548218;2140;0;1;1162
2731;0.5747900009155273,0.2549409866333008;2129;0;1;1029
2742;0.4754050076007843,0.6754299998283386;2330;0;1;1354
2743;0.49430200457572937,0.3176630139350891;2334;67521;1;1352
2744;0.4931110143661499,0.9415940046310425;2337;67521;1;1352
2745;0.42212700843811035,0.5142449736595154;2342;0;1;1353
2746;0.6539180278778076,0.23713800311088562;2343;0;1;1364
2747;0.4732159972190857,0.5740739703178406;2335;0;1;1357
2748;0.41501298546791077,0.6367509961128235;2325;923;1;1358
2749;0.49430200457572937,0.3119649887084961;2340;67523;1;1352
2750;0.4933040142059326,0.5210049748420715;2323;67523;1;1352
2751;0.49430200457572937,0.699720025062561;2344;67523;1;1352
2752;0.2955799996852875,0.3774929940700531;2333;923;1;1358
2753;0.48969900608062744,0.6637449860572815;2341;923;1;1358
2755;0.506289005279541,0.3742139935493469;2328;0;1;1345
2756;0.2672959864139557,0.5377359986305237;2332;0;1;1346
2758;0.21285699307918549,0.6505399942398071;2331;0;1;1497
2759;0.6535969972610474,0.4864189922809601;2348;0;1;1497
2760;0.4578309953212738,0.38704800605773926;2339;0;1;1494
2761;0.28011998534202576,0.7078049778938293;2336;0;1;1491
2762;0.6639360189437866,0.6491060256958008;2358;0;1;1490
2764;0.563755989074707,0.5977129936218262;2355;0;1;1490
2765;0.6094939708709717,0.40228700637817383;2360;0;1;1490
2766;0.5801659822463989,0.2733890116214752;2357;0;1;1490
2768;0.5,0.4840179979801178;2352;0;1;1512
2769;0.35692599415779114,0.19863000512123108;2347;0;1;1514
2770;0.4710809886455536,0.19178099930286407;2353;0;1;1513
2771;0.477169007062912,0.6826480031013489;2354;0;1;1513
2772;0.7496190071105957,0.4748860001564026;2351;0;1;1517
2773;0.4817349910736084,0.5182650089263916;2361;0;1;1520
2774;0.3371390104293823,0.4794520139694214;2359;0;1;1518
2775;0.17732100188732147,0.5114160180091858;2349;0;1;1519
2777;0.6422970294952393,0.6813570261001587;2364;0;1;1591
2779;0.48093199729919434,0.6719610095024109;2366;0;1;1597
2781;0.32734599709510803,0.5729029774665833;2373;0;1;1595
2785;0.19240200519561768,0.6084550023078918;2365;0;1;1581
2786;0.8357840180397034,0.6121309995651245;2369;0;1;1581
2787;0.5110300183296204,0.8033069968223572;2368;0;1;1581
2788;0.5036770105361938,0.5386030077934265;2372;0;1;1590
2789;0.4044109880924225,0.3878679871559143;2364;0;0;1582
2790;0.3296560049057007,0.30882298946380615;2372;0;0;1582
2791;0.534313976764679,0.4577209949493408;2377;0;1;1592
2793;0.735293984413147,0.5183820128440857;2377;0;0;1582
2794;0.3296560049057007,0.5091909766197205;2370;0;1;1593
2795;0.6482840180397034,0.5294110178947449;2370;0;0;1582
2796;0.5306379795074463,0.7481610178947449;2367;0;1;1594
2797;0.4816179871559143,0.2610290050506592;2375;0;1;1597
2798;0.528186023235321,0.2371319979429245;2368;0;0;1580
2799;0.4877449870109558,0.3180150091648102;2374;0;1;1596
2807;0.5700889825820923,0.3955659866333008;2395;0;1;1666
2808;0.6197609901428223,0.44012001156806946;2403;0;1;1674
2809;0.510837972164154,0.4382460117340088;2396;0;1;1668
2810;0.5249509811401367,0.7844319939613342;2404;0;1;1697
2811;0.5049899816513062,0.21556900441646576;2419;0;1;1674
2812;0.554889976978302,0.7544909715652466;2423;0;1;1674
2816;0.5080459713935852,0.5775859951972961;2410;0;1;1680
2817;0.8344820141792297,0.5793099999427795;2398;0;1;1677
2818;0.2528739869594574,0.484483003616333;2408;0;1;1679
2819;0.4839079976081848,0.6689649820327759;2409;0;1;1678
2820;0.5604490041732788,0.18134699761867523;2388;0;1;1675
2821;0.562175989151001,0.6994820237159729;2421;0;1;1676
2822;0.4775469899177551,0.8601040244102478;2415;0;1;1675
2823;0.15803100168704987,0.1735749989748001;2407;0;1;1676
2824;0.5296689867973328,0.5341429710388184;2406;0;1;1663
2825;0.26605600118637085,0.5410159826278687;2387;0;1;1663
2826;0.21248500049114227,0.5017179846763611;2411;0;1;1664
2827;0.14261199533939362,0.48797300457954407;2413;0;1;1665
2829;0.7558500170707703,0.18740299344062805;2400;0;1;1669
2830;0.4747990071773529,0.4862540066242218;2402;0;1;1669
2831;0.15406599640846252,0.7457050085067749;2405;0;1;1669
2832;0.43670400977134705,0.5708889961242676;2399;0;1;1693
2833;0.6363120079040527,0.44845399260520935;2416;0;1;1693
2834;0.5308939814567566,0.38293999433517456;2414;0;1;1694
2835;0.4558990001678467,0.6288660168647766;2412;0;1;1695
2836;0.20561300218105316,0.4037800133228302;2391;0;1;1666
2837;0.5091639757156372,0.3556700050830841;2392;0;1;1667
2838;0.5049899816513062,0.5209580063819885;2397;0;1;1683
2839;0.6947309970855713,0.6357390284538269;2401;0;1;1687
2840;0.5263460278511047,0.7663229703903198;2390;0;1;1684
2841;0.7139099836349487,0.6870629787445068;2389;0;1;1685
2842;0.46678099036216736,0.362542986869812;2417;0;1;1683
2845;0.5293610095977783,0.7461140155792236;2422;0;1;1746
2846;0.676164984703064,0.4948189854621887;2429;0;1;1735
2847;0.35837700963020325,0.3471499979496002;2428;0;1;1735
2848;0.5932639837265015,0.8108810186386108;2393;0;1;1735
2849;0.7022640109062195,0.8154879808425903;2394;0;1;1735
2850;0.26338499784469604,0.5181350111961365;2425;0;1;1747
2851;0.702072024345398,0.5466319918632507;2426;0;1;1750
2852;0.6537129878997803,0.23575100302696228;2418;0;1;1745
2853;0.5259069800376892,0.5233160257339478;2424;0;1;1747
2854;0.4913640022277832,0.5336790084838867;2424;0;0;1748
2855;0.36355799436569214,0.4430049955844879;2420;0;1;1744
2857;0.38554200530052185,0.3915660083293915;2436;0;1;1989
2858;0.752593994140625,0.44143301248550415;2437;0;1;1989
2860;0.47834399342536926,0.7440509796142578;2454;0;1;1989
2862;0.36445799469947815,0.15210799872875214;2452;0;1;1989
2864;0.48197001218795776,0.6619840264320374;2449;0;1;1996
2866;0.5573469996452332,0.6792119741439819;2454;0;0;1990
2867;0.08818349987268448,0.542119026184082;2455;0;1;1989
2868;0.3449139893054962,0.5317220091819763;2455;0;0;1993
2869;0.3366659879684448,0.5446869730949402;2451;0;1;1989
2870;0.43072301149368286,0.36445799469947815;2452;0;0;1992
2871;0.5843380093574524,0.34638598561286926;2436;0;0;1991
2872;0.590362012386322,0.4231930077075958;2448;0;0;1997
2873;0.4832659959793091,0.18484100699424744;2448;0;1;1995
2875;0.5748800039291382,0.7028989791870117;2447;0;1;2001
2876;0.6428580284118652,0.1579670011997223;2446;0;1;2001
2877;0.2967030107975006,0.5223479866981506;2440;0;1;2001
2878;0.6630039811134338,0.2965799868106842;2443;0;1;2000
2879;0.8882790207862854,0.3568960130214691;2444;0;1;2000
2880;0.5348809957504272,0.7156599760055542;2445;0;1;2000
2881;0.46711501479148865,0.9423080086708069;2442;0;1;1999
2883;0.51664799451828,0.5313469767570496;2441;0;1;2002
2884;0.4221610128879547,0.19267700612545013;2439;0;1;1999
2885;0.5449540019035339,0.4930090010166168;2435;0;1;1998
2892;0.40537500381469727,0.5185109972953796;2469;0;1;2050
2895;0.595641016960144,0.47275999188423157;2457;0;1;2052
2896;0.3765130043029785,0.4963679909706116;2467;0;1;2052
2897;0.14406700432300568,0.6961249709129333;2465;0;1;2061
2898;0.5217909812927246,0.4328089952468872;2459;0;1;2048
2899;0.4430989921092987,0.7760279774665833;2463;0;1;2061
2900;0.39467400312423706,0.4437049925327301;2470;0;1;2061
2901;0.6440680027008057,0.22397099435329437;2461;0;1;2049
2902;0.5048450231552124,0.474355012178421;2464;0;1;2051
2903;0.32566601037979126,0.7033889889717102;2460;0;1;2049
2904;0.5326880216598511,0.519976019859314;2458;0;1;2047
2907;0.3510200083255768,0.38775500655174255;2477;0;1;2093
2908;0.32823100686073303,0.6964280009269714;2478;0;1;2093
2909;0.5343490242958069,0.7704079747200012;2497;0;1;2093
2910;0.7214229702949524,0.5127549767494202;2498;0;1;2093
2912;0.7836359739303589,0.8563629984855652;2475;0;1;2071
2913;0.5945450067520142,0.6399999856948853;2487;0;1;2071
2914;0.3060609996318817,0.7054539918899536;2484;0;1;2071
2915;0.21515199542045593,0.25636398792266846;2476;0;1;2071
2916;0.40424299240112305,0.26909101009368896;2479;0;1;2072
2921;0.37257298827171326,0.5400480031967163;2492;0;1;2073
2922;0.5893279910087585,0.8162660002708435;2473;0;1;2096
2923;0.338591992855072,0.6565529704093933;2489;0;1;2081
2924;0.43190398812294006,0.6656550168991089;2490;0;1;2080
2925;0.6685540080070496,0.6363250017166138;2494;0;1;2080
2926;0.5217090249061584,0.8693349957466125;2501;0;1;2080
2930;0.590362012386322,0.2966879904270172;2472;0;1;2096
