ID;Name_lang;MapID;DifficultyID;OrderIndex;CompleteWorldStateID;Bit;Flags;SpellIconFileID;Faction;ItemSequenceLevel
1565;Tortos;1098;0;-1000;7507;2;6;0;-1;0
1570;Council of Elders;1098;0;-1500;7543;3;6;0;-1;0
1571;Nalak;870;0;2000;0;2;8;0;-1;0
1572;Durumu the Forgotten;1098;0;-250;7563;4;6;0;-1;0
1573;Ji-Kun;1098;0;-500;7565;5;6;0;-1;0
1574;Primordius;1098;0;-125;7571;6;6;0;-1;0
1575;Horridon;1098;0;-2000;7570;7;6;0;-1;0
1576;Dark Animus;1098;0;-62;7582;8;6;0;-1;0
1577;Jin'rokh the Breaker;1098;0;-3000;7575;9;6;0;-1;0
1578;Megaera;1098;0;-750;7577;10;6;0;-1;0
1579;Lei Shen;1098;0;2000;7603;11;6;0;-1;0
1580;Ra-den;1098;5;3000;7605;12;38;0;-1;0
1581;Ra-den;1098;6;3000;7605;12;38;0;-1;0
1587;Oondasta;870;0;3000;0;3;8;0;-1;0
1593;Paragons of the Klaxxi;1136;0;3500;8109;0;6;897697;-1;0
1594;Spoils of Pandaria;1136;0;1500;8202;1;6;897406;-1;0
1595;Malkorok;1136;0;1000;8225;2;6;897029;-1;0
1598;Fallen Protectors;1136;0;-2000;8253;3;6;897027;-1;0
1599;Thok the Bloodthirsty;1136;0;2000;8258;4;6;896625;-1;0
1600;Iron Juggernaut;1136;0;-1500;8260;5;6;896624;-1;0
1601;Siegecrafter Blackfuse;1136;0;3000;8236;6;6;897633;-1;0
1602;Immerseus;1136;0;-3000;8268;7;6;896623;-1;0
1603;General Nazgrim;1136;0;-1250;8272;8;6;897144;-1;0
1604;Sha of Pride;1136;0;-1750;8276;9;6;651086;-1;0
1605;Omar's Test Encounter (Cosmetic only) DNT;1136;0;4000;6215;10;16;0;-1;0
1606;Kor'kron Dark Shaman;1136;0;-1375;8285;11;6;897028;-1;0
1622;Galakras;1136;0;-1625;8415;12;6;896665;-1;0
1623;Garrosh Hellscream;1136;0;3750;8356;13;6;896622;-1;0
1624;Norushen;1136;0;-1875;8299;14;6;897064;-1;0
1652;Roltall;1175;0;0;8565;0;4;0;-1;0
1653;Slave Watcher Crushto;1175;0;-1000;8563;1;4;0;-1;0
1654;Gug'rokk;1175;0;1000;8566;2;4;0;-1;0
1655;Magmolatus;1175;0;-2000;8586;3;4;0;-1;0
1656;Hunter Bonetusk;47;1;250;8592;6;0;0;-1;0
1659;Warlord Ramtusk;47;1;500;8595;7;0;0;-1;0
1660;Groyat, the Blind Hunter;47;1;625;8620;8;0;0;-1;0
1661;Charlga Razorflank;47;1;687;8597;9;0;0;-1;0
1662;Aaurx;129;1;4000;8622;4;0;0;-1;0
1663;Mordresh Fire Eye;129;1;5000;8623;5;0;0;-1;0
1664;Mushlump;129;1;6000;8624;6;0;0;-1;0
1665;Death Speaker Blackthorn;129;1;7000;8625;7;0;0;-1;0
1666;Amnennar the Coldbringer;129;1;8000;8626;8;0;0;-1;0
1667;Ghamoo-ra;48;1;-500;4617;4;4;0;-1;0
1668;Domina;48;1;500;8615;8;4;0;-1;0
1669;Subjugator Kor'ul;48;1;750;8614;9;4;0;-1;0
1670;Executioner Gore;48;1;875;4623;10;4;0;-1;0
1671;Twilight Lord Bathiel;48;1;937;4623;11;4;0;-1;0
1672;Aku'mai;48;1;968;4624;12;4;0;-1;0
1675;Thruk;48;1;812;8653;0;4;0;-1;0
1676;Guardian of the Deep;48;1;843;8655;1;4;0;-1;0
1677;Sadana Bloodfury;1176;0;0;8661;0;4;0;-1;0
1678;Azzakel, Vanguard of the Legion;1182;0;0;8665;0;4;0;-1;0
1679;Bonemaw;1176;0;1000;8678;1;4;0;-1;0
1682;Ner'zhul;1176;0;2000;8691;2;4;0;-1;0
1685;Soulbinder Nyami;1182;0;-1000;8667;1;4;0;-1;0
1686;Vigilant Kaathar;1182;0;-2000;8669;2;4;0;-1;0
1688;Nhallish;1176;0;500;8705;3;4;0;-1;0
1689;Flamebender Ka'graz;1205;0;3250;8720;0;6;0;-1;0
1690;Blast Furnace;1205;0;3812;8724;1;6;0;-1;0
1691;Gruul;1205;0;-1000;8731;2;6;236412;-1;0
1692;Operator Thogar;1205;0;3750;8733;3;6;0;-1;0
1693;Hans'gar & Franzok;1205;0;3000;8738;4;6;0;-1;0
1694;Beastlord Darmac;1205;0;3125;8746;5;6;1004898;-1;0
1695;The Iron Maidens;1205;0;4000;8755;6;6;0;-1;0
1696;Oregorger the Devourer;1205;0;-2000;8761;7;6;1003743;-1;0
1698;Ranjit;1209;0;0;0;0;4;0;-1;0
1699;Araknath;1209;0;1000;0;1;4;0;-1;0
1700;Rukhran;1209;0;2000;0;2;4;0;-1;0
1701;High Sage Viryx;1209;0;3000;0;3;4;0;-1;0
1704;Blackhand;1205;0;5000;8874;8;7;0;-1;0
1705;Imperator Mar'gok;1228;0;0;8800;0;7;1030796;-1;0
1706;The Butcher;1228;0;-1000;8806;1;6;1006454;-1;0
1713;Kromog, Legend of the Mountain;1205;0;3875;8831;9;6;0;-1;0
1714;Teron'gor;1182;0;1000;8843;3;4;0;-1;0
1715;Rocketspark and Borka;1208;0;0;8848;0;4;0;-1;0
1719;Twin Ogron;1228;0;-500;8866;2;6;1019377;-1;0
1720;Brackenspore;1228;0;-625;8884;3;6;1019378;-1;0
1721;Kargath Bladefist;1228;0;-2000;8903;4;6;1005701;-1;0
1722;Tectus, The Living Mountain;1228;0;-562;8923;5;6;1006111;-1;0
1723;Ko'ragh;1228;0;-250;8930;6;6;841221;-1;0
1732;Nitrogg Thundertower;1208;0;1000;8948;1;4;0;-1;0
1736;Skylord Tovra;1208;0;2000;9038;2;4;0;-1;0
1745;Ashran;1191;0;0;0;0;16;0;-1;0
1746;Witherbark;1279;0;0;9175;0;4;0;-1;0
1747;Ken's Test Encounter [DNT];605;0;0;0;0;0;0;-1;0
1748;Grimrail Enforcers;1195;0;0;9219;0;4;0;-1;0
1749;Fleshrender Nok'gar;1195;0;-1000;9233;1;4;0;-1;0
1750;Oshir;1195;0;1000;9235;2;4;0;-1;0
1751;Archmage Sol;1279;0;1000;9297;1;4;0;-1;0
1752;Xeri'tac;1279;0;2000;9298;2;4;0;-1;0
1754;Skulloc, Son of Gruul;1195;0;2000;9341;3;4;0;-1;0
1755;Rukhmar, Sun-God of the Arakkoa;1116;0;0;0;0;8;0;-1;0
1756;Yalnu;1279;0;3000;9354;3;4;0;-1;0
1757;Ancient Protectors;1279;0;500;9356;4;4;0;-1;0
1758;Kyrak;1358;0;0;9020;0;4;0;-1;0
1759;Commander Tharbek;1358;0;1000;9060;1;4;0;-1;0
1760;Ragewing the Untamed;1358;0;2000;8703;2;4;0;-1;0
1761;Orebender Gor'ashan;1358;0;-1000;8699;3;4;0;-1;0
1762;Warlord Zaela;1358;0;3000;9373;4;4;0;-1;0
1770;Tarlna the Ageless;1116;0;1000;0;1;8;0;-1;0
1777;Fel Lord Zakuun;1448;0;2250;10004;0;6;1113433;-1;0
1778;Hellfire Assault;1448;0;-1000;10010;1;6;0;-1;0
1783;Gorefiend;1448;0;1000;10039;2;6;1113437;-1;0
1784;Tyrant Velhari;1448;0;4500;10041;3;6;1113430;-1;0
1785;Iron Reaver;1448;0;-500;10043;4;6;0;-1;0
1786;Kilrogg Deadeye;1448;0;-250;10048;5;6;970886;-1;0
1787;Kormrok;1448;0;-375;10051;6;6;1113434;-1;0
1788;Shadow-Lord Iskar;1448;0;1500;10060;7;6;0;-1;0
1790;Rokmora;1458;0;0;10092;0;4;0;-1;0
1791;Ularogg Cragshaper;1458;0;500;10094;1;4;0;-1;0
1792;Naraxas;1458;0;750;10097;2;4;0;-1;0
1793;Dargrul the Underking;1458;0;875;10099;3;4;0;-1;0
1794;Socrethar the Eternal;1448;0;1875;10101;8;6;1113441;-1;0
1795;Mannoroth;1448;0;5000;10141;9;6;1113439;-1;0
1798;Hellfire High Council;1448;0;-312;10177;10;6;970886;-1;0
1799;Archimonde;1448;0;6000;10179;11;7;1113431;-1;0
1800;Xhul'horac;1448;0;3125;10208;12;6;1113442;-1;0
1801;Supreme Lord Kazzak;1116;0;2000;0;2;8;0;-1;0
1805;Hymdall;1477;0;0;10335;0;4;0;-1;0
1806;Hyrja;1477;0;1000;10365;1;0;0;-1;0
1807;Fenryr;1477;0;2000;10367;2;0;0;-1;0
1808;God-King Skovald;1477;0;3000;10369;3;0;0;-1;0
1809;Odyn;1477;0;4000;10371;4;4;0;-1;0
1810;Warlord Parjesh;1456;0;0;10382;0;4;0;-1;0
1811;Lady Hatecoil;1456;0;1000;10384;1;4;0;-1;0
1812;King Deepbeard;1456;0;2000;10388;2;4;0;-1;0
1813;Serpentrix;1456;0;3000;10386;3;4;0;-1;0
1814;Wrath of Azshara;1456;0;4000;10390;4;4;0;-1;0
1815;Tirathon Saltheril;1493;0;0;10392;0;4;0;-1;0
1816;Ash'Golm;1493;0;1000;10397;1;4;0;-1;0
1817;Glazer;1493;0;2000;10398;2;4;0;-1;0
1818;Cordana Felsong;1493;0;3000;10401;3;4;0;-1;0
1822;Ymiron, the Fallen King;1492;0;0;10479;0;4;0;-1;0
1823;Harbaron;1492;0;1000;10482;1;4;0;-1;0
1824;Helya;1492;0;2000;10484;2;4;0;-1;0
1825;Corstilax;1516;0;0;10562;0;4;0;-1;0
1826;Nal'tira;1516;0;1000;10566;1;4;0;-1;0
1827;Ivanyr;1516;0;2000;10563;2;4;0;-1;0
1828;General Xakal;1516;0;3000;10564;3;4;0;-1;0
1829;Advisor Vandros;1516;0;4000;10565;4;4;0;-1;0
1832;Amalgam of Souls;1501;0;0;10580;0;4;0;-1;0
1833;Ilysanna Ravencrest;1501;0;1000;10582;1;4;0;-1;0
1834;Smashspite the Hateful;1501;0;2000;10584;2;4;0;-1;0
1835;Lord Kur'talos Ravencrest;1501;0;3000;10586;3;4;0;-1;0
1836;Archdruid Glaidalis;1466;0;0;10381;0;0;0;-1;0
1837;Oakheart;1466;0;1000;10592;1;0;0;-1;0
1838;Dresaron;1466;0;2000;10593;2;0;0;-1;0
1839;Shade of Xavius;1466;0;3000;10594;3;0;0;-1;0
1841;Ursoc;1520;0;0;10640;0;6;1413870;-1;0
1842;Krosus;1530;0;1875;10668;0;6;0;-1;0
1845;Shivermaw;1544;0;0;10707;0;4;0;-1;0
1846;Mindflayer Kaahrj;1544;0;1000;10713;1;4;0;-1;0
1847;Millificent Manastorm;1544;0;2000;10718;2;4;0;-1;0
1848;Festerface;1544;0;3000;10721;3;4;0;-1;0
1849;Skorpyron;1530;0;-1000;10728;1;6;0;-1;0
1850;Inquisitor Tormentorum;1493;0;500;10730;4;4;0;-1;0
1851;Sael'orn;1544;0;4000;10737;4;4;0;-1;0
1852;Anub'esset;1544;0;5000;10742;5;4;0;-1;0
1853;Nythendra;1520;0;-1000;10758;1;6;1413869;-1;0
1854;Dragons of Nightmare;1520;0;2000;10762;2;6;1413866;-1;0
1855;Blood-Princess Thal'ena;1544;0;6000;10767;6;4;0;-1;0
1856;Fel Lord Betrug;1544;0;7000;10771;7;4;0;-1;0
1862;Tichondrius;1530;0;1000;10906;2;6;0;-1;0
1863;Star Augur Etraeus;1530;0;2000;11101;3;6;0;-1;0
1864;Xavius;1520;0;6000;10922;3;7;1413871;-1;0
1865;Chronomatic Anomaly;1530;0;-500;10953;4;6;0;-1;0
1866;Gul'dan;1530;0;3000;11037;5;6;0;-1;0
1867;Trilliax;1530;0;-250;11083;6;6;0;-1;0
1868;Patrol Captain Gerdo;1571;0;0;11089;0;4;0;-1;0
1869;Talixae Flamewreath;1571;0;1000;11091;1;4;0;-1;0
1870;Advisor Melandrus;1571;0;2000;11093;2;4;0;-1;0
1871;Spellblade Aluriel;1530;0;-125;11377;7;6;0;-1;0
1872;Grand Magistrix Elisande;1530;0;2500;11442;8;6;0;-1;0
1873;Il'gynoth, The Heart of Corruption;1520;0;1500;11476;4;6;1413868;-1;0
1874;Raid Boss Dummy (5min);1457;0;0;0;0;0;0;-1;0
1875;Raid Boss Dummy (10min);1457;0;1000;0;1;0;0;-1;0
1876;Elerethe Renferal;1520;0;4000;11502;5;6;1413867;-1;0
1877;Cenarius;1520;0;5000;11498;6;6;1413865;-1;0
1879;The Soultakers;1220;0;0;0;0;8;0;-1;0
1880;Nithogg;1220;0;1000;0;1;8;0;-1;0
1881;Echo of Baine;938;0;1000;6072;0;4;0;-1;0
1882;Echo of Sylvanas;938;0;5000;6072;3;4;0;-1;0
1883;Echo of Jaina;938;0;6000;6073;2;4;0;-1;0
1884;Echo of Tyrande;938;0;7000;6073;5;4;0;-1;0
1885;Postmaster Malown;329;0;1500;11875;13;4;0;-1;0
1886;High Botanist Tel'arn;1530;0;1750;11887;9;6;0;-1;0
1887;Obsidian Sentinel;70;1;8000;4761;3;4;0;-1;0
1888;Shar'thos;1220;0;2000;0;2;8;0;-1;0
1889;Exarch Maladaar;558;0;0;2702;0;4;0;-1;0
1890;Shirrak the Dead Watcher;558;0;1000;4603;1;4;0;-1;0
1891;Omor the Unscarred;543;0;0;4699;0;4;0;-1;0
1892;Vazruden the Herald;543;0;1000;4700;1;4;0;-1;0
1893;Watchkeeper Gargolmar;543;0;2000;4698;2;4;0;-1;0
1894;Kael'thas Sunstrider;585;0;1000;4702;0;4;0;-1;0
1895;Priestess Delrissa;585;0;3000;3450;1;4;0;-1;0
1897;Selin Fireheart;585;0;4000;3448;2;4;0;-1;0
1898;Vexallus;585;0;5000;3449;3;4;0;-1;0
1899;Nexus-Prince Shaffar;557;0;0;4606;0;4;0;-1;0
1900;Pandemonius;557;0;1000;4604;1;4;0;-1;0
1901;Tavarok;557;0;2000;4605;2;4;0;-1;0
1902;Talon King Ikiss;556;0;0;2818;0;4;0;-1;0
1903;Darkweaver Syth;556;0;1000;4608;1;4;0;-1;0
1904;Anzu;556;0;2000;3022;2;4;0;-1;0
1905;Lieutenant Drake;560;0;0;4659;0;4;0;-1;0
1906;Epoch Hunter;560;0;1000;4660;1;4;0;-1;0
1907;Captain Skarloc;560;0;2000;2711;2;4;0;-1;0
1908;Ambassador Hellmaw;555;0;0;4609;0;4;0;-1;0
1909;Blackheart the Inciter;555;0;1000;2802;1;4;0;-1;0
1910;Murmur;555;0;2000;4610;2;4;0;-1;0
1911;Grandmaster Vorpil;555;0;3000;2803;3;4;0;-1;0
1913;Dalliah the Doomsayer;552;0;0;4742;0;4;0;-1;0
1914;Harbinger Skyriss;552;0;1000;4744;1;4;0;-1;0
1915;Wrath-Scryer Soccothrates;552;0;2000;4743;2;4;0;-1;0
1916;Zereketh the Unbound;552;0;3000;4741;3;4;0;-1;0
1917;Humongris;1220;0;3000;0;3;8;0;-1;0
1918;Timed Damage Dummy;1148;0;0;0;0;0;0;-1;0
1919;Aeonus;269;0;0;2819;0;4;0;-1;0
1920;Chrono Lord Deja;269;0;1000;2820;1;4;0;-1;0
1921;Temporus;269;0;2000;2821;2;4;0;-1;0
1922;The Maker;542;0;0;2400;0;4;0;-1;0
1923;Keli'dan the Breaker;542;0;1000;2403;1;4;0;-1;0
1924;Broggok;542;0;2000;4854;2;4;0;-1;0
1925;Commander Sarannis;553;0;0;4745;0;4;0;-1;0
1926;High Botanist Freywinn;553;0;1000;4746;1;4;0;-1;0
1927;Laj;553;0;2000;4748;2;4;0;-1;0
1928;Thorngrin the Tender;553;0;3000;4747;3;4;0;-1;0
1929;Warp Splinter;553;0;4000;4749;4;4;0;-1;0
1930;Nethermancer Sepethrea;554;0;0;4751;0;4;0;-1;0
1931;Pathaleon the Calculator;554;0;1000;4752;1;4;0;-1;0
1932;Mechano-Lord Capacitus;554;0;2000;4750;2;4;0;-1;0
1933;Gatewatcher Gyro-Kill;554;0;3000;12051;3;4;0;-1;0
1934;Gatewatcher Iron-Hand;554;0;4000;12053;4;4;0;-1;0
1935;Blood Guard Porung;540;0;0;4701;0;4;0;-1;0
1936;Grand Warlock Nethekurse;540;0;1000;2804;1;4;0;-1;0
1937;Warbringer O'mrogg;540;0;2000;2844;2;4;0;-1;0
1938;Warchief Kargath Bladefist;540;0;3000;2907;3;4;0;-1;0
1939;Mennu the Betrayer;547;0;0;4661;0;4;0;-1;0
1940;Quagmirran;547;0;1000;2532;1;4;0;-1;0
1941;Rokmar the Crackler;547;0;2000;4662;2;4;0;-1;0
1942;Hydromancer Thespia;545;0;0;4663;0;4;0;-1;0
1943;Mekgineer Steamrigger;545;0;1000;4664;1;4;0;-1;0
1944;Warlord Kalithresh;545;0;2000;4665;2;4;0;-1;0
1945;Ghaz'an;546;0;0;4667;0;4;0;-1;0
1946;Hungarfen;546;0;1000;4666;1;4;0;-1;0
1947;Swamplord Musel'ek;546;0;2000;2448;2;4;0;-1;0
1948;The Black Stalker;546;0;3000;4668;3;4;0;-1;0
1949;Drugon the Frostblood;1220;0;8000;0;4;8;0;-1;0
1950;Na'zak the Fiend;1220;0;4000;0;5;8;0;-1;0
1951;Flotsam;1220;0;5000;0;6;8;0;-1;0
1952;Calamir;1220;0;6000;0;7;8;0;-1;0
1953;Levantus;1220;0;7000;0;8;8;0;-1;0
1954;Maiden of Virtue;1651;0;-1000;12521;0;4;0;-1;0
1957;Opera Hall;1651;0;-3000;12534;1;4;0;-1;0
1958;Odyn;1648;0;-2000;12546;0;6;0;-1;0
1959;Mana Devourer;1651;0;7000;12548;2;4;0;-1;0
1960;Attumen the Huntsman;1651;0;-250;12542;3;4;0;-1;0
1961;Moroes;1651;0;-500;12554;4;4;0;-1;0
1962;Guarm;1648;0;-1000;12556;1;6;0;-1;0
1964;The Curator;1651;0;0;12560;5;4;0;-1;0
1965;Shade of Medivh;1651;0;6000;12566;8;4;0;-1;0
1966;Prince Taldaram;619;0;0;3870;0;4;0;-1;0
1967;Jedoga Shadowseeker;619;0;1000;4612;1;4;0;-1;0
1968;Herald Volazj;619;0;5000;4613;2;4;0;-1;0
1969;Elder Nadox;619;0;-1000;4611;3;4;0;-1;0
1971;Krik'thir the Gatewatcher;601;0;0;3874;0;4;0;-1;0
1972;Hadronox;601;0;1000;4615;1;4;0;-1;0
1973;Anub'arak;601;0;2000;4616;2;4;0;-1;0
1974;Trollgore;600;0;0;4684;0;4;0;-1;0
1975;The Prophet Tharon'ja;600;0;4000;4687;1;4;0;-1;0
1976;Novos the Summoner;600;0;2000;4685;2;4;0;-1;0
1977;King Dred;600;0;3000;4686;3;4;0;-1;0
1978;Slad'ran;604;0;0;3852;0;4;0;-1;0
1980;Moorabi;604;0;1000;3851;1;4;0;-1;0
1981;Gal'darah;604;0;4000;3850;2;4;0;-1;0
1983;Drakkari Colossus;604;0;500;3853;4;4;0;-1;0
1984;Ionar;602;0;0;3865;0;4;0;-1;0
1985;Volkhan;602;0;-500;3864;1;4;0;-1;0
1986;Loken;602;0;2000;3866;2;4;0;-1;0
1987;General Bjarngrim;602;0;-1000;3863;3;4;0;-1;0
1988;Eck the Ferocious;604;2;3500;3854;5;4;0;-1;0
1989;Amanitar;619;2;4500;4614;5;4;0;-1;0
1990;Escaped from Arthas;668;0;1000;4948;0;4;0;-1;0
1992;Falric;668;0;0;4897;1;4;0;-1;0
1993;Marwyn;668;0;500;4898;2;4;0;-1;0
1994;Krystallus;599;0;0;4768;0;4;0;-1;0
1995;Tribunal of Ages;599;0;2000;3861;1;4;0;-1;0
1996;Maiden of Grief;599;0;1000;4769;2;4;0;-1;0
1998;Sjonnir the Ironshaper;599;0;5000;4770;3;4;0;-1;0
1999;Forgemaster Garfrost;658;0;0;0;0;4;0;-1;0
2000;Scourgelord Tyrannus;658;0;1000;0;1;4;0;-1;0
2001;Ick and Krick;658;0;500;0;2;4;0;-1;0
2002;Meathook;595;0;0;4688;0;4;0;-1;0
2003;Chrono-Lord Epoch;595;0;1000;4690;1;4;0;-1;0
2004;Salram the Fleshcrafter;595;0;2000;4689;2;4;0;-1;0
2005;Mal'ganis;595;0;3000;4691;3;4;0;-1;0
2006;Bronjahm;632;0;0;4859;0;4;0;-1;0
2007;Devourer of Souls;632;0;1000;4424;1;4;0;-1;0
2008;Helya;1648;0;0;12597;2;6;0;-1;0
2009;Anomalus;576;0;0;3692;0;4;0;-1;0
2010;Grand Magus Telestra;576;0;1000;3691;1;4;0;-1;0
2011;Keristrasza;576;0;2000;3694;2;4;0;-1;0
2012;Ormorok the Tree-Shaper;576;0;3000;3693;3;4;0;-1;0
2013;Ley-Guardian Eregos;578;0;0;3873;0;4;0;-1;0
2014;Mage-Lord Urom;578;0;1000;3872;1;4;0;-1;0
2015;Varos Cloudstrider;578;0;2000;3871;2;4;0;-1;0
2016;Drakos the Interrogator;578;0;3000;3869;3;4;0;-1;0
2017;Viz'aduum the Watcher;1651;0;8000;12613;6;4;0;-1;0
2018;Second Prisoner;608;0;0;3833;0;4;0;-1;0
2019;First Prisoner;608;0;1000;3828;1;4;0;-1;0
2020;Cyanigosa;608;0;2000;3836;2;4;0;-1;0
2021;The Black Knight;650;0;3000;4363;0;4;0;-1;0
2022;Grand Champions;650;0;-1000;4361;1;4;0;-1;0
2023;Argent Champion;650;0;2000;4362;2;4;0;-1;0
2024;Skarvold & Dalronn;574;0;0;4772;0;4;0;-1;0
2025;Ingvar the Plunderer;574;0;1000;4771;1;4;0;-1;0
2026;Prince Keleseth;574;0;-1000;4773;2;4;0;-1;0
2027;Gortok Palehoof;575;0;0;4775;0;4;0;-1;0
2028;King Ymiron;575;0;1000;3808;1;4;0;-1;0
2029;Skadi the Ruthless;575;0;500;3809;2;4;0;-1;0
2030;Svala Sorrowgrave;575;0;-1000;4774;3;4;0;-1;0
2031;Nightbane;1651;0;9000;12670;7;68;0;-1;0
2032;Goroth;1676;0;0;12773;0;6;0;-1;0
2036;Harjatan;1676;0;1000;12815;1;6;0;-1;0
2037;Mistress Sassz'ine;1676;0;2000;12861;2;6;236422;-1;0
2038;Fallen Avatar;1676;0;3000;12863;3;6;1546417;-1;0
2039;Mephistroth;1677;0;0;12865;0;4;0;-1;0
2048;Demonic Inquisition;1676;0;500;12996;4;6;0;-1;0
2049;Primal Rage of Frost;1689;0;0;13019;0;8;893779;-1;0
2050;Sisters of the Moon;1676;0;1500;13026;5;6;0;-1;0
2051;Kil'jaeden;1676;0;5000;12967;6;6;0;-1;0
2052;Maiden of Vigilance;1676;0;2875;13123;7;6;0;-1;0
2053;Domatrax;1677;0;1000;13131;1;4;0;-1;0
2054;The Desolate Host;1676;0;2500;13139;8;6;1546416;-1;0
2055;Agronox;1677;0;-1000;13121;2;4;0;-1;0
2057;Thrashbite the Scornful;1677;0;-500;13122;3;4;0;-1;0
2059;Fury of the God Queen;1703;0;0;0;0;64;0;-1;0
2063;Aggramar;1712;0;3000;13507;0;6;0;-1;0
2064;Portal Keeper Hasabel;1712;0;-1000;13517;1;6;0;-1;0
2065;Zuraal the Ascended;1753;0;0;0;0;4;0;-1;0
2066;Saprish;1753;0;1000;0;1;4;0;-1;0
2067;Viceroy Nezhar;1753;0;2000;0;2;4;0;-1;0
2068;L'ura;1753;0;3000;0;3;4;0;-1;0
2069;Varimathras;1712;0;1750;13536;2;6;0;-1;0
2070;Antoran High Command;1712;0;-500;13553;3;6;0;-1;0
2073;The Coven of Shivarra;1712;0;2000;13593;4;6;0;-1;0
2074;Felhounds of Sargeras;1712;0;-2000;13560;5;6;0;-1;0
2075;The Defense of Eonar;1712;0;-250;13565;6;6;0;-1;0
2076;Garothi Worldbreaker;1712;0;-3000;13571;7;6;0;-1;0
2079;Keeper Aedis;1669;0;0;0;0;8;0;-1;0
2080;Void-Blade Zedaat;1669;0;1000;0;1;8;0;-1;0
2081;Matron Folnuna;1669;0;2000;0;2;8;0;-1;0
2082;Imonar the Soulhunter;1712;0;375;13788;8;6;0;-1;0
2083;Mistress Alluradel;1669;0;3000;0;3;8;0;-1;0
2084;Priestess Alun'za;1763;0;0;13812;0;0;0;-1;0
2085;Vol'kaal;1763;0;1000;13814;1;0;0;-1;0
2086;Rezan;1763;0;2000;13816;2;0;0;-1;0
2087;Yazma;1763;0;3000;13818;3;4;0;-1;0
2088;Kin'garoth;1712;0;1500;13576;9;6;0;-1;0
2092;Argus the Unmaker;1712;0;4000;14017;10;7;0;-1;0
2093;Skycap'n Kragg;1754;0;0;14137;0;0;0;-1;0
2094;Council o' Captains;1754;0;1000;14139;1;4;0;-1;0
2095;Ring of Booty;1754;0;2000;14141;2;4;0;-1;0
2096;Lord Harlan Sweete;1754;0;3000;14143;3;4;0;-1;0
2097;Sergeant Bainbridge;1822;0;0;14405;0;4;0;-1;0
2098;Chopper Redhook;1822;0;1000;14403;1;0;0;-1;0
2099;Hadal Darkfathom;1822;0;2000;14406;2;0;0;-1;0
2100;Viq'Goth;1822;0;3000;14408;3;4;0;-1;0
2101;The Sand Queen;1771;0;0;14419;0;4;0;-1;0
2102;Jes Howlis;1771;0;1000;14421;1;4;0;-1;0
2103;Knight Captain Valyri;1771;0;2000;14423;2;4;0;-1;0
2104;Overseer Korgus;1771;0;3000;14425;3;4;0;-1;0
2105;Coin-Operated Crowd Pummeler;1594;0;0;14432;0;4;0;-1;0
2106;Azerokk;1594;0;1000;14435;1;4;0;-1;0
2107;Rixxa Fluxfume;1594;0;2000;14437;2;4;0;-1;0
2108;Mogul Razdunk;1594;0;3000;14439;3;4;0;-1;0
2109;Dread Captain Lockwood;1822;0;1500;14441;4;0;0;-1;0
2111;Elder Leaxa;1841;0;0;14522;0;4;0;-1;0
2112;Sporecaller Zancha;1841;0;1000;14554;1;4;0;-1;0
2113;Heartsbane Triad;1862;0;0;14549;0;4;0;-1;0
2114;Soulbound Goliath;1862;0;1000;14553;1;4;0;-1;0
2115;Raal the Gluttonous;1862;0;2000;14557;2;4;0;-1;0
2116;Lord and Lady Waycrest;1862;0;3000;14560;3;4;0;-1;0
2117;Gorak Tul;1862;0;4000;14563;4;4;0;-1;0
2118;Cragmaw the Infested;1841;0;500;14597;2;4;0;-1;0
2121;T'zane;1642;0;0;0;0;8;0;-1;0
2122;G'huun;1861;0;0;14696;0;6;0;-1;0
2123;Unbound Abomination;1841;0;2000;14694;3;4;0;-1;0
2124;Adderis and Aspix;1877;0;0;14715;0;4;0;-1;0
2125;Merektha;1877;0;1000;14718;1;4;0;-1;0
2126;Galvazzt;1877;0;2000;14721;2;4;0;-1;0
2127;Avatar of Sethraliss;1877;0;3000;14724;3;4;0;-1;0
2128;Fetid Devourer;1861;0;-1000;14736;1;6;0;-1;0
2129;Gekkan;994;0;0;6558;0;0;0;-1;0
2130;Aqu'sirr;1864;0;0;14861;0;4;0;-1;0
2131;Tidesage Council;1864;0;1000;14862;1;4;0;-1;0
2132;Lord Stormsong;1864;0;2000;14864;2;4;0;-1;0
2133;Vol'zith the Whisperer;1864;0;3000;14866;3;4;0;-1;0
2134;Vectis;1861;0;-500;14892;2;6;0;-1;0
2135;Mythrax;1861;0;-250;14894;3;6;0;-1;0
2136;Zek'voz;1861;0;-1500;14895;4;6;254116;-1;0
2139;The Golden Serpent;1762;0;0;14931;0;4;0;-1;0
2140;The Council of Tribes;1762;0;1000;15039;1;4;0;-1;0
2141;MOTHER;1861;0;-2000;15059;5;6;254116;-1;0
2142;Mchimba the Embalmer;1762;0;500;15062;2;4;0;-1;0
2143;King Dazar;1762;0;2000;15168;3;4;0;-1;0
2144;Taloc;1861;0;-3000;15170;6;6;254116;-1;0
2145;Zul;1861;0;-312;15205;7;6;0;-1;0
2146;Raid Boss Dummy (30 Sec);1457;0;2000;0;2;0;0;-1;0
2147;Warbringer Yenajz;1643;0;0;0;0;8;0;-1;0
2148;Hailstone Construct;1643;0;1000;0;1;8;0;-1;0
2149;Ji'arak;1642;0;1000;0;1;8;0;-1;0
2252;The Lion's Roar;529;0;0;0;0;8;0;-1;0
